id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id3368147,1,2016-05-17 11:12:43,2016-05-17 11:13:16,1,-74.39906311035155,40.81394577026367,-74.39906311035155,40.81394577026367,N,33
id1589500,1,2016-05-13 19:39:27,2016-05-13 20:18:46,5,-73.86286163330078,40.76882553100586,-73.83316802978516,40.94343185424805,N,2359
id2831110,2,2016-03-10 00:07:01,2016-03-10 00:07:29,1,-73.66575622558594,41.02088165283203,-73.66575622558594,41.02088165283203,N,28
id2908995,2,2016-01-21 22:45:20,2016-01-21 23:21:57,1,-73.98480224609375,40.75270080566406,-73.98871612548828,40.96901321411133,N,2197
id3238158,2,2016-01-26 17:10:09,2016-01-26 17:10:14,1,-73.41673278808594,40.722671508789055,-73.41671752929686,40.722671508789055,N,5
id0475859,2,2016-01-07 17:30:54,2016-01-07 18:43:09,1,-73.80931091308595,40.666698455810554,-74.45765686035155,40.52920913696289,N,4335
id2635434,2,2016-02-22 07:22:01,2016-02-22 10:16:12,3,-73.78179168701173,40.64477157592773,-73.67729187011719,40.64851760864258,N,10451
id3108504,1,2016-06-20 00:51:44,2016-06-20 00:52:10,1,-73.69902038574217,40.99802017211913,-73.69902038574217,40.99802017211913,N,26
id1184317,1,2016-03-17 11:08:58,2016-03-17 11:28:37,1,-73.79022979736328,40.64376449584961,-73.59712219238281,40.69065475463867,N,1179
id2223655,2,2016-05-16 15:22:41,2016-05-16 16:17:51,2,-73.5937957763672,40.68701171875,-73.11195373535155,40.79813766479492,N,3310
id2169743,2,2016-03-28 17:34:42,2016-03-28 17:35:26,4,-73.83934783935547,40.94574737548828,-73.8393325805664,40.945743560791016,N,44
id2265350,2,2016-02-06 10:37:21,2016-02-06 11:16:04,1,-73.22949981689453,40.75473785400391,-73.22949981689453,40.75473785400391,N,2323
id2161033,2,2016-02-11 21:02:22,2016-02-11 21:27:31,1,-73.86395263671875,40.77001190185546,-73.6483383178711,40.757205963134766,N,1509
id0597918,2,2016-05-17 23:37:28,2016-05-18 00:15:00,1,-73.96620178222656,40.75008010864258,-73.85094451904298,41.06418991088867,N,2252
id0116374,1,2016-04-02 20:33:19,2016-04-02 20:38:01,1,-74.00709533691406,40.71711349487305,-76.96324157714844,38.9460334777832,N,282
id2451847,2,2016-01-16 20:26:26,2016-01-16 20:33:23,1,-73.62980651855469,40.70758819580078,-73.62980651855469,40.70758819580078,N,417
id1270771,1,2016-01-26 00:10:06,2016-01-26 00:49:25,1,-73.86418151855469,40.7703514099121,-73.83715057373048,41.0612678527832,N,2359
id3172750,2,2016-03-21 12:37:51,2016-03-21 13:12:29,1,-73.92180633544923,40.79501724243164,-73.5374298095703,41.05503845214844,N,2078
id0019536,1,2016-01-22 07:31:57,2016-01-22 08:19:20,1,-73.7768325805664,40.645263671875,-73.64046478271484,40.72440719604492,N,2843
id3526713,1,2016-03-04 21:21:05,2016-03-04 21:54:33,1,-73.96463775634764,40.7695541381836,-73.87981414794923,40.95648193359375,N,2008
id0305809,2,2016-05-13 19:12:20,2016-05-13 19:12:31,1,-73.65521240234375,40.76655960083008,-73.65521240234375,40.76655960083008,N,11
id3544990,1,2016-01-10 23:16:01,2016-01-10 23:54:41,2,-73.96209716796875,40.7603645324707,-73.69127655029298,40.728153228759766,N,2320
id0834600,1,2016-06-25 01:13:33,2016-06-25 01:58:53,1,-73.98543548583984,40.76789855957031,-74.03587341308595,41.03269958496094,N,2720
id3394296,2,2016-03-05 03:59:51,2016-03-05 05:26:23,1,-73.99147033691406,40.749778747558594,-74.72850799560547,40.88719940185546,N,5192
id2009628,2,2016-02-25 01:30:55,2016-02-25 02:00:09,3,-73.8751449584961,40.7739372253418,-73.5877456665039,40.723926544189446,N,1754
id1207202,2,2016-01-19 18:16:13,2016-01-19 19:15:06,1,-73.99217987060547,40.753787994384766,-73.68425750732422,40.8129768371582,N,3533
id3348534,1,2016-04-16 14:31:37,2016-04-16 15:20:27,1,-73.99666595458984,40.757415771484375,-74.47455596923827,40.79702758789063,N,2930
id1435317,1,2016-04-29 20:17:28,2016-04-29 20:47:50,4,-73.79000854492188,40.643348693847656,-73.54936981201173,40.67502975463867,N,1822
id1270326,1,2016-01-26 09:00:29,2016-01-26 09:33:19,1,-73.69091033935547,40.70772933959961,-73.8621368408203,40.76865005493164,N,1970
id2944138,1,2016-06-16 19:46:32,2016-06-16 20:34:10,2,-73.78469848632812,40.64865112304688,-73.75386047363281,40.95256423950195,N,2858
id1652671,1,2016-04-27 21:33:19,2016-04-27 22:23:36,1,-74.01358032226561,40.70237731933594,-74.36690521240233,40.682743072509766,N,3017
id1071430,2,2016-03-14 21:33:22,2016-03-14 21:55:16,1,-73.7768325805664,40.64556884765625,-73.64826202392578,40.66137313842773,N,1314
id2269348,1,2016-05-11 10:18:46,2016-05-11 12:28:01,2,-73.8018798828125,40.6751708984375,-74.35124969482422,40.5286865234375,N,7755
id2397549,2,2016-03-20 18:56:39,2016-03-20 19:40:34,1,-73.79032135009764,40.645183563232415,-73.73836517333984,40.97296524047852,N,2635
id3476102,1,2016-02-19 20:03:37,2016-02-19 21:32:20,1,-73.78484344482422,40.64850616455078,-73.62599182128906,41.48075485229492,N,5323
id0982904,1,2016-04-28 13:32:14,2016-04-28 14:14:09,2,-73.87068176269531,40.77359771728516,-79.81797790527342,38.96385192871094,N,2515
id3200971,2,2016-06-03 09:08:00,2016-06-03 10:10:19,5,-73.77665710449217,40.645355224609375,-73.8035888671875,41.04492568969727,N,3739
id2970624,1,2016-03-09 23:50:17,2016-03-09 23:50:44,1,-73.67832946777344,41.29219818115234,-73.67832946777344,41.29219818115234,N,27
id3109214,2,2016-04-18 18:32:19,2016-04-18 18:32:24,1,-73.88240814208984,40.96075820922852,-73.88240814208984,40.96075820922852,N,5
id1082015,2,2016-05-27 01:56:49,2016-05-27 02:39:11,1,-73.9754409790039,40.7462158203125,-73.6653823852539,40.58992767333984,N,2542
id2146655,1,2016-06-20 21:59:43,2016-06-20 22:00:05,1,-73.4631576538086,40.70475006103516,-73.4631576538086,40.70474624633789,N,22
id2490567,2,2016-05-12 19:29:00,2016-05-12 20:04:19,1,-73.99475860595702,40.75934219360352,-73.95510101318358,40.94261932373047,N,2119
id0099399,2,2016-06-10 15:41:57,2016-06-10 17:36:07,2,-73.87197875976561,40.77416229248047,-73.5838165283203,40.59239196777344,N,6850
id0888309,2,2016-05-12 13:19:05,2016-05-12 13:43:34,3,-73.77670288085938,40.6455192565918,-73.69712829589844,40.71995162963867,N,1469
id2321357,2,2016-05-10 19:40:22,2016-05-10 20:20:37,1,-73.86927795410156,40.770706176757805,-73.53477478027344,41.05157852172852,N,2415
id3085202,2,2016-02-09 21:06:41,2016-02-09 21:45:51,1,-73.80176544189453,40.665802001953125,-73.62358093261719,41.017860412597656,N,2350
id0100728,1,2016-04-11 08:37:01,2016-04-11 09:45:42,1,-73.78215026855469,40.644657135009766,-74.09278869628906,40.92691802978516,N,4121
id0653715,1,2016-04-21 22:44:31,2016-04-21 22:44:49,1,-74.34856414794923,40.69388961791992,-74.34856414794923,40.69391250610352,N,18
id1257293,1,2016-02-06 19:56:23,2016-02-06 20:36:27,1,-73.88333129882812,40.72852325439453,-73.34420013427734,40.79053497314453,N,2404
id2155899,2,2016-02-29 07:59:28,2016-02-29 08:42:16,1,-73.87348937988281,40.77384185791016,-73.61665344238281,40.73619842529297,N,2568
id1087817,2,2016-03-12 01:21:31,2016-03-12 01:45:56,5,-73.97977447509764,40.77603530883789,-73.84002685546875,40.9263916015625,N,1465
id1575042,1,2016-06-21 09:19:32,2016-06-21 10:04:35,1,-73.87390899658203,40.77294921875,-73.77264404296875,41.03215789794922,N,2703
id0287786,1,2016-01-09 04:05:05,2016-01-09 04:35:00,2,-73.99396514892578,40.76155090332031,-73.97371673583984,40.92389297485352,N,1795
id2836007,1,2016-01-07 15:35:23,2016-01-07 16:40:50,1,-73.86458587646483,40.7674217224121,-73.60846710205078,40.7416877746582,N,3927
id0790892,2,2016-06-01 01:08:08,2016-06-01 01:24:13,1,-73.77669525146483,40.64529800415039,-73.65000915527342,40.68498229980469,N,965
id3369881,1,2016-05-08 11:11:19,2016-05-08 11:41:30,1,-73.99416351318358,40.751014709472656,-73.84788513183594,40.918270111083984,N,1811
id3363996,1,2016-02-09 09:22:58,2016-02-09 09:57:14,1,-73.8639373779297,40.76967239379882,-73.63499450683594,40.733882904052734,N,2056
id3222486,2,2016-04-15 17:27:03,2016-04-15 18:16:06,1,-73.86299133300781,40.76882553100586,-73.74849700927734,40.91805267333984,N,2943
id2932093,2,2016-03-28 12:56:43,2016-03-28 13:22:13,1,-73.78142547607422,40.64488220214844,-73.5252914428711,40.675174713134766,N,1530
id1419526,2,2016-06-15 13:27:12,2016-06-15 14:00:13,1,-73.87097930908203,40.77391052246094,-73.69013214111328,40.70824813842773,N,1981
id0712439,2,2016-05-10 11:14:08,2016-05-10 12:01:46,1,-73.99822998046875,40.75423049926758,-73.83274841308595,41.05970001220703,N,2858
id0939031,1,2016-02-09 08:27:17,2016-02-09 09:22:31,1,-73.78179931640625,40.644805908203125,-73.41726684570312,40.7830467224121,N,3314
id1642987,1,2016-03-04 15:05:29,2016-03-04 15:58:40,2,-73.97116088867188,40.75447082519531,-73.86429595947266,40.91982650756836,N,3191
id1927932,2,2016-02-05 23:51:21,2016-02-06 00:47:45,1,-73.97782135009764,40.786670684814446,-73.52926635742188,40.6684455871582,N,3384
id2455966,1,2016-06-22 19:43:55,2016-06-22 19:57:32,1,-73.92266845703125,40.867084503173835,-73.8656234741211,40.92032241821289,N,817
id3167915,1,2016-02-08 12:58:01,2016-02-08 13:25:27,1,-73.99263763427734,40.757755279541016,-73.98381042480467,40.925342559814446,N,1646
id1032240,2,2016-04-19 18:45:43,2016-04-19 19:38:20,1,-73.99401092529298,40.749961853027344,-74.35751342773438,40.71699905395508,N,3157
id0987939,2,2016-04-08 02:00:54,2016-04-08 03:01:30,4,-73.9986801147461,40.729690551757805,-73.87246704101561,40.96538925170898,N,3636
id3334719,2,2016-06-08 20:14:12,2016-06-08 20:38:45,5,-73.86409759521484,40.76987075805664,-73.82451629638672,40.92831039428711,N,1473
id1622624,2,2016-06-02 16:00:09,2016-06-02 16:59:24,4,-73.87348937988281,40.77407836914063,-73.7605972290039,41.029830932617195,N,3555
id3046997,1,2016-01-20 21:43:21,2016-01-20 21:43:26,1,-73.6478271484375,40.74700164794922,-73.64836883544923,40.74681091308594,N,5
id1172724,1,2016-05-24 20:53:28,2016-05-24 20:54:34,1,-73.78890991210938,40.94197845458984,-73.78893280029298,40.94197082519531,N,66
id0753368,2,2016-06-03 07:48:49,2016-06-03 08:18:10,1,-73.7767562866211,40.64521026611328,-73.69947814941406,40.71271133422852,N,1761
id2461018,1,2016-03-29 00:17:45,2016-03-29 00:56:20,1,-73.87101745605469,40.773773193359375,-73.7029571533203,40.9674186706543,N,2315
id3678248,2,2016-05-07 16:43:59,2016-05-07 17:15:48,6,-73.86434173583984,40.769878387451165,-73.77860260009764,40.927291870117195,N,1909
id1937989,1,2016-05-28 03:01:39,2016-05-28 03:55:39,4,-74.00861358642578,40.741004943847656,-73.54884338378906,40.82694625854492,N,3240
id1736178,2,2016-06-01 22:31:40,2016-06-01 22:54:36,1,-73.86597442626953,40.77118682861328,-73.69390869140625,40.79851531982422,N,1376
id1818351,2,2016-05-21 18:51:18,2016-05-21 19:06:16,6,-73.91668701171875,40.88157653808594,-73.91796112060547,40.921432495117195,N,898
id0282797,2,2016-01-27 20:59:19,2016-01-27 21:27:30,5,-73.98004150390625,40.78384399414063,-73.82465362548828,40.95530319213867,N,1691
id0697640,2,2016-03-13 03:54:17,2016-03-13 04:36:05,2,-73.99122619628906,40.74211120605469,-73.78121185302734,40.929500579833984,N,2508
id2572808,2,2016-02-05 16:49:13,2016-02-05 17:26:00,2,-73.7767105102539,40.64527130126953,-73.65882110595702,40.58470153808594,N,2207
id0208320,2,2016-02-29 21:15:57,2016-02-29 21:16:00,1,-73.82569885253906,41.00096130371094,-73.82569885253906,41.00094985961913,N,3
id2075754,2,2016-02-02 23:12:52,2016-02-02 23:36:42,5,-73.98238372802734,40.76417922973633,-73.86485290527342,40.927261352539055,N,1430
id3936616,2,2016-03-09 08:28:36,2016-03-09 08:58:49,1,-73.78173065185547,40.64477157592773,-73.69361877441406,40.673709869384766,N,1813
id3706659,2,2016-03-29 18:51:27,2016-03-29 19:34:24,1,-73.88388061523438,40.76810836791992,-73.98352813720702,41.02674102783203,N,2577
id3290660,1,2016-06-07 16:46:19,2016-06-07 18:16:36,3,-73.78105926513672,40.64497756958008,-73.17078399658203,40.81502914428711,N,5417
id3457630,1,2016-06-27 00:58:07,2016-06-27 01:07:53,1,-73.87611389160156,40.876068115234375,-73.85057067871094,40.9194221496582,N,586
id3279569,2,2016-01-04 23:32:49,2016-01-04 23:51:31,1,-73.79013824462889,40.64398956298828,-73.64869689941406,40.70732879638672,N,1122
id1655958,1,2016-02-21 03:39:51,2016-02-21 04:16:49,1,-74.00053405761719,40.72728729248047,-73.90241241455078,40.93635177612305,N,2218
id2095731,2,2016-04-26 18:58:13,2016-04-26 19:41:09,1,-73.87361907958984,40.77391052246094,-73.4784164428711,40.773170471191406,N,2576
id1130438,2,2016-05-04 19:54:17,2016-05-04 20:23:30,1,-73.87484741210938,40.77386093139648,-73.76416778564453,40.94367599487305,N,1753
id3773822,1,2016-03-24 21:27:34,2016-03-24 21:47:33,1,-73.91509246826173,40.838542938232415,-73.89742279052734,40.91867065429688,N,1199
id2670299,1,2016-01-28 21:56:24,2016-01-28 22:33:01,1,-73.87539672851561,40.77381134033203,-73.53132629394531,40.743118286132805,N,2197
id3008149,1,2016-02-15 21:29:24,2016-02-15 21:54:37,1,-73.9757080078125,40.75236129760742,-73.86540222167967,40.92200469970703,N,1513
id1274275,2,2016-04-05 12:46:34,2016-04-05 13:38:21,1,-73.78177642822266,40.64477157592773,-73.78572845458984,41.033588409423835,N,3107
id1786627,1,2016-01-17 13:12:31,2016-01-17 13:13:11,1,-73.63976287841797,40.67652130126953,-73.63578033447266,40.67550659179688,N,40
id1093265,1,2016-05-20 22:58:13,2016-05-20 23:40:51,4,-73.9896240234375,40.75678634643555,-73.8727035522461,41.001583099365234,N,2558
id2901727,2,2016-06-11 11:30:53,2016-06-11 12:14:22,1,-73.90499114990233,40.768169403076165,-73.69780731201173,41.03678894042969,N,2609
id0855321,1,2016-04-08 20:56:29,2016-04-08 21:21:54,1,-73.94857025146483,40.82409286499024,-73.9015884399414,40.93454360961913,N,1525
id1807464,2,2016-03-07 10:35:38,2016-03-07 11:35:04,3,-73.79081726074217,40.64405059814453,-73.05597686767578,40.81678009033203,N,3566
id1132068,2,2016-05-01 01:29:06,2016-05-01 02:04:20,1,-73.98117828369139,40.72093963623047,-73.81038665771484,40.931339263916016,N,2114
id1480188,1,2016-05-17 21:08:11,2016-05-17 21:08:47,1,-73.83290100097656,41.059669494628906,-73.83290100097656,41.059669494628906,N,36
id0877997,1,2016-01-13 21:13:46,2016-01-13 21:45:26,1,-74.0102310180664,40.71183395385742,-74.27101135253906,40.723819732666016,N,1900
id3530419,1,2016-05-01 11:21:07,2016-05-01 12:01:55,3,-73.78137969970702,40.64495468139648,-73.45071411132812,40.678535461425774,N,2448
id1245825,1,2016-03-25 12:02:22,2016-03-25 12:27:08,1,-70.85161590576172,43.017578125,-70.85161590576172,43.017578125,N,1486
id0568971,1,2016-04-30 15:48:10,2016-04-30 16:47:57,1,-73.78604125976561,40.64705657958984,-73.76065826416014,41.02973556518555,N,3587
id3470015,2,2016-03-09 23:22:33,2016-03-09 23:51:20,1,-73.99224853515625,40.749336242675774,-73.84279632568358,40.9422721862793,N,1727
id2550269,1,2016-06-08 22:30:51,2016-06-08 23:12:05,2,-73.88597106933594,40.77228927612305,-73.66677856445312,40.58666610717773,N,2474
id0437390,1,2016-04-04 13:30:31,2016-04-04 14:39:47,4,-73.98746490478516,40.74739456176758,-73.17093658447266,40.815059661865234,N,4156
id2938869,2,2016-01-29 23:29:26,2016-01-29 23:45:25,6,-73.78999328613281,40.64700698852539,-73.69822692871094,40.66433334350586,N,959
id0385388,2,2016-06-08 23:06:19,2016-06-08 23:45:00,1,-73.79010772705078,40.64358901977539,-73.6278305053711,40.85628128051758,N,2321
id2171976,1,2016-06-20 19:15:59,2016-06-20 20:01:24,1,-73.79024505615233,40.646766662597656,-73.82781219482422,40.92272186279297,N,2725
id0185861,1,2016-05-12 23:06:02,2016-05-12 23:26:11,1,-73.78502655029298,40.648540496826165,-73.62905883789062,40.71227645874024,N,1209
id3533746,1,2016-04-28 22:04:11,2016-04-28 22:41:19,1,-73.87258148193358,40.77403259277344,-73.60567474365233,41.027156829833984,N,2228
id2784993,2,2016-02-20 04:25:00,2016-02-20 05:01:50,1,-74.00279235839844,40.728221893310554,-73.62492370605469,40.67457962036133,N,2210
id3296837,2,2016-04-15 07:42:28,2016-04-15 09:03:30,1,-73.78975677490233,40.647018432617195,-73.4261474609375,41.149658203125,N,4862
id2058443,1,2016-06-17 11:12:51,2016-06-17 11:14:10,2,-73.67192840576173,40.98942947387695,-73.6719970703125,40.98943710327149,N,79
id3985896,2,2016-03-31 23:25:26,2016-04-01 00:18:02,2,-73.98133087158203,40.69598007202149,-73.25254058837889,40.724708557128906,N,3156
id1393260,1,2016-05-18 02:42:05,2016-05-18 02:42:30,2,-72.92660522460938,41.297847747802734,-72.92660522460938,41.2978401184082,N,25
id3214021,2,2016-03-10 23:57:58,2016-03-11 00:23:04,1,-73.9840316772461,40.76034164428711,-73.99593353271484,40.91931915283203,N,1506
id0259345,2,2016-01-25 06:46:31,2016-01-25 07:18:20,5,-73.77680969238281,40.645950317382805,-73.69671630859375,40.69826889038086,N,1909
id2275989,1,2016-05-07 20:23:39,2016-05-07 21:08:03,1,-73.77841949462889,40.64680862426758,-73.75798034667967,40.95853042602539,N,2664
id3361023,1,2016-06-06 07:43:04,2016-06-06 08:37:39,1,-73.96074676513672,40.79976272583008,-73.7132568359375,41.02333831787109,N,3275
id2177057,1,2016-06-19 04:08:54,2016-06-19 04:40:39,2,-73.96371459960938,40.76128768920898,-73.8345947265625,40.94039535522461,N,1905
id3679592,2,2016-02-02 23:40:13,2016-02-03 00:34:36,1,-73.80640411376953,40.65260314941406,-74.45453643798828,40.840965270996094,N,3263
id1490783,2,2016-02-20 01:57:14,2016-02-20 02:30:53,2,-73.9908905029297,40.75548553466797,-73.90068817138672,40.93209838867188,N,2019
id2663579,2,2016-03-12 22:52:33,2016-03-13 00:11:25,1,-73.78935241699219,40.64344024658203,-74.72581481933594,40.88972091674805,N,4732
id2921807,2,2016-01-31 20:53:06,2016-01-31 21:34:51,1,-73.97669219970702,40.75203323364258,-73.62357330322266,41.017852783203125,N,2505
id3742175,2,2016-04-24 03:06:03,2016-04-24 04:11:38,1,-73.96736145019531,40.75686264038086,-73.88710021972656,40.9443359375,N,3935
id0366046,1,2016-02-03 16:12:13,2016-02-03 17:09:15,1,-73.8639373779297,40.7697639465332,-73.8372344970703,41.03249740600586,N,3422
id1821031,2,2016-02-01 18:19:01,2016-02-01 19:25:27,1,-73.9778060913086,40.75519180297852,-73.78724670410156,40.99983978271485,N,3986
id3357900,2,2016-02-24 18:12:03,2016-02-24 18:57:33,1,-73.8636474609375,40.76641082763672,-73.42201232910156,40.783878326416016,N,2730
id3066849,1,2016-04-08 08:49:55,2016-04-08 08:50:55,1,-73.96868133544923,40.9221076965332,-73.96868133544923,40.92210388183594,N,60
id2066082,1,2016-01-25 23:53:17,2016-01-26 01:25:46,1,-73.87771606445312,40.772167205810554,-72.90589141845702,41.31983184814453,N,5549
id0752622,2,2016-02-04 23:02:16,2016-02-04 23:51:01,1,-73.99817657470702,40.7227897644043,-73.62297058105469,40.88362884521485,N,2925
id3536152,2,2016-04-06 07:33:17,2016-04-06 08:18:05,1,-73.78204345703125,40.6446533203125,-73.60955810546875,40.741432189941406,N,2688
id1384206,1,2016-02-23 05:48:55,2016-02-23 06:09:56,1,-73.78183746337889,40.64476013183594,-73.69822692871094,40.62321853637695,N,1261
id3213046,2,2016-02-26 23:36:57,2016-02-27 00:09:58,1,-73.98867797851561,40.75897979736328,-73.88031005859375,40.958099365234375,N,1981
id0627504,1,2016-03-25 12:30:11,2016-03-25 12:50:35,1,-73.87100219726561,40.77381896972656,-73.69166564941406,40.755908966064446,N,1224
id0912270,1,2016-05-21 12:35:43,2016-05-21 13:52:54,1,-73.97968292236328,40.76716995239258,-74.12621307373048,41.318458557128906,N,4631
id0963895,1,2016-05-17 22:20:41,2016-05-17 22:21:17,1,-73.76976013183594,40.97970199584961,-73.7697525024414,40.97971725463867,N,36
id2298685,1,2016-04-06 14:37:18,2016-04-06 15:30:30,3,-73.87289428710938,40.774024963378906,-73.63355255126953,40.65925598144531,N,3192
id0379153,2,2016-02-23 01:58:12,2016-02-23 02:18:49,5,-73.9396743774414,40.80541610717773,-73.900146484375,40.93204498291016,N,1237
id0889556,2,2016-06-01 10:45:17,2016-06-01 11:06:27,1,-73.7893295288086,40.64776992797852,-73.69444274902342,40.707218170166016,N,1270
id1350504,1,2016-06-09 00:03:21,2016-06-09 00:04:08,1,-73.77824401855469,41.033233642578125,-73.77824401855469,41.033233642578125,N,47
id1595322,1,2016-04-27 08:58:44,2016-04-27 08:59:35,1,-73.80294799804686,41.211158752441406,-73.80294799804686,41.21116256713867,N,51
id2207080,1,2016-01-03 02:38:42,2016-01-03 03:23:36,2,-73.99409484863281,40.758316040039055,-74.51168060302734,40.59352493286133,N,2694
id2823997,1,2016-06-05 01:56:00,2016-06-05 01:59:44,1,-70.51190185546875,42.45894241333008,-70.51190185546875,42.45894241333008,N,224
id3100850,2,2016-02-16 01:29:06,2016-02-16 01:29:32,1,-73.53501892089844,41.05287170410156,-73.53508758544923,41.05270004272461,N,26
id1681767,2,2016-03-03 06:06:50,2016-03-03 06:31:45,2,-73.77862548828125,40.64668655395508,-73.6021957397461,40.70823287963867,N,1495
id1372361,1,2016-03-26 12:20:30,2016-03-26 12:40:01,1,-73.90648651123048,40.90510940551758,-73.87723541259764,40.97076416015625,N,1171
id3846940,1,2016-04-13 22:04:57,2016-04-13 22:53:42,1,-73.98249053955078,40.74509811401367,-73.66751098632812,40.67644119262695,N,2925
id3929937,1,2016-04-17 20:54:57,2016-04-17 21:03:46,1,-73.88919067382812,40.873756408691406,-73.86582946777344,40.92028427124024,N,529
id2674043,2,2016-03-19 06:49:24,2016-03-19 07:20:14,6,-73.97928619384764,40.75283050537109,-73.88581848144531,40.92724990844727,N,1850
id0760723,1,2016-03-14 22:31:57,2016-03-14 23:19:06,1,-74.00929260253906,40.71314239501953,-73.76361846923827,40.92366790771485,N,2829
id2797971,2,2016-01-15 14:26:20,2016-01-15 14:48:44,1,-74.05371856689453,40.45240020751953,-74.08673095703125,40.41616821289063,N,1344
id0608003,1,2016-01-19 22:30:58,2016-01-19 23:11:31,1,-73.97199249267578,40.75358963012695,-73.52530670166014,40.766090393066406,N,2433
id3128502,1,2016-05-15 02:05:14,2016-05-15 02:47:53,4,-73.998291015625,40.75177383422852,-74.44395446777344,40.495960235595696,N,2559
id0807579,2,2016-06-08 00:56:52,2016-06-08 01:08:42,1,-73.65535736083984,40.78205490112305,-73.54769897460938,40.73812103271485,N,710
id0937360,2,2016-04-19 19:03:52,2016-04-19 19:54:28,1,-73.99942016601561,40.76351165771485,-74.3797378540039,40.74525833129882,N,3036
id0219232,2,2016-04-17 12:45:32,2016-04-17 13:22:26,1,-73.87466430664062,40.774192810058594,-73.82794189453125,41.0587158203125,N,2214
id1321500,1,2016-04-29 19:21:52,2016-04-29 20:15:57,1,-74.01516723632812,40.70863723754882,-74.30277252197266,40.72564315795898,N,3245
id1591136,2,2016-03-22 14:35:04,2016-03-22 15:08:00,1,-73.78913116455078,40.64243316650391,-73.58705139160156,40.72370147705078,N,1976
id2151943,2,2016-05-11 19:47:01,2016-05-11 20:06:52,1,-73.77666473388672,40.64538192749024,-73.69254302978516,40.69049453735352,N,1191
id1099709,2,2016-06-17 23:17:38,2016-06-17 23:19:22,1,-73.66593933105469,40.701438903808594,-73.66593933105469,40.70145034790039,N,104
id3115028,2,2016-01-01 22:36:27,2016-01-01 22:53:50,1,-73.93643951416014,40.82034683227539,-73.8654556274414,40.920318603515625,N,1043
id2364237,2,2016-01-16 02:22:15,2016-01-16 02:57:11,1,-73.97361755371094,40.757671356201165,-73.99159240722656,40.926788330078125,N,2096
id3663362,2,2016-03-04 19:14:04,2016-03-04 19:50:39,1,-73.86283874511719,40.768798828125,-73.83213806152342,40.94545364379882,N,2195
id3960133,1,2016-06-19 16:56:00,2016-06-19 18:10:22,2,-73.8707275390625,40.77401351928711,-74.1316680908203,41.06590270996094,N,4462
id0434593,1,2016-04-19 14:19:50,2016-04-19 14:20:49,1,-74.39212799072266,40.910053253173835,-74.39212799072266,40.910053253173835,N,59
id3475784,2,2016-02-21 01:23:51,2016-02-21 02:17:29,1,-73.98342895507811,40.75894165039063,-73.89083099365233,40.94615173339844,N,3218
id2138845,1,2016-05-23 21:41:19,2016-05-23 22:12:36,2,-73.97303771972656,40.758346557617195,-73.83574676513672,40.9405632019043,N,1877
id1507532,1,2016-06-10 13:38:15,2016-06-10 14:12:27,1,-73.829345703125,40.74284362792969,-73.58739471435547,40.72405624389648,N,2052
id1635643,2,2016-06-23 14:48:33,2016-06-23 16:09:22,1,-73.86409759521484,40.770111083984375,-74.06349945068358,41.11141586303711,N,4849
id3851055,1,2016-01-28 04:11:38,2016-01-28 04:12:07,1,-74.29635620117188,40.42880630493164,-74.29634857177734,40.42880630493164,N,29
id1405461,2,2016-02-20 16:32:17,2016-02-20 17:00:26,4,-73.78183746337889,40.64471054077149,-73.65762329101561,40.760398864746094,N,1689
id2601687,1,2016-05-30 13:23:16,2016-05-30 13:47:21,1,-73.78140258789062,40.64484024047852,-73.58724975585938,40.72388458251953,N,1445
id3942336,1,2016-02-24 18:35:41,2016-02-24 18:57:56,1,-73.79014587402342,40.64690017700195,-73.60859680175781,40.69531631469727,Y,1335
id2324497,1,2016-01-29 19:16:26,2016-01-29 19:16:53,1,-73.63738250732422,40.81954956054688,-73.637451171875,40.81958770751953,N,27
id1359687,2,2016-01-30 17:01:57,2016-01-30 17:18:50,2,-73.7892074584961,40.641788482666016,-73.6783905029297,40.67422103881836,N,1013
id1298065,1,2016-01-27 23:22:32,2016-01-27 23:53:27,1,-73.87078857421875,40.773731231689446,-73.58427429199217,40.72112274169922,N,1855
id0419723,2,2016-01-25 21:56:01,2016-01-25 22:36:41,6,-73.7886962890625,40.64117813110352,-73.59922027587889,40.85579681396485,N,2440
id0412148,2,2016-04-29 20:39:18,2016-04-29 20:39:21,1,-73.5481185913086,40.66777038574219,-73.5481185913086,40.66777038574219,N,3
id0504505,1,2016-06-22 16:23:17,2016-06-22 17:41:56,1,-73.86383056640625,40.7698631286621,-73.58986663818358,40.7459831237793,N,4719
id0482142,2,2016-04-29 07:57:49,2016-04-29 08:30:43,1,-73.86405181884764,40.7698631286621,-73.87271881103516,40.9706916809082,N,1974
id1785059,2,2016-02-04 09:38:28,2016-02-04 10:35:03,1,-73.97713470458984,40.74971389770508,-73.68878173828125,40.76925659179688,N,3395
id0545516,1,2016-03-31 15:47:07,2016-03-31 16:24:55,1,-73.7884750366211,40.64774703979492,-73.66654205322266,40.58448028564453,N,2268
id3344191,2,2016-05-29 12:36:01,2016-05-29 13:34:13,1,-73.80735015869139,40.65511322021485,-73.5677032470703,41.04730987548828,N,3492
